project_id,name,department,location,planned_duration_days,elapsed_duration_days,physical_progress,expected_progress,financial_progress,approved_budget,released_funds,expenditure,milestones_delayed,milestones_total,resource_availability,contractor_performance,material_availability,previous_delays,status,delay_occurred,delay_days
349,Power & Renewable Energy Project #349,Power & Renewable Energy,Karnataka,270,296,82.5,96.2,89.1,312240000.0,312240000.0,278210000.0,1,6,71.6,51.7,93.6,0,AT_RISK,0,0
350,Urban Development Project #350,Urban Development,Mizoram,365,234,55.4,72.2,79.8,135850000.0,121400000.0,96880000.0,1,6,30.7,78.0,35.8,0,CRITICAL,1,129
351,Power & Renewable Energy Project #351,Power & Renewable Energy,Mizoram,1460,1567,83.4,95.5,92.4,188670000.0,188670000.0,174330000.0,1,4,61.8,80.4,59.8,0,AT_RISK,0,0
352,Water Resources Project #352,Water Resources,Bihar,540,263,42.6,49.7,44.1,44800000.0,24180000.0,10660000.0,1,10,87.1,57.9,60.9,1,AT_RISK,0,0
353,Power & Renewable Energy Project #353,Power & Renewable Energy,Mizoram,730,473,67.3,69.8,70.6,132780000.0,105660000.0,74600000.0,0,4,66.3,62.2,69.9,1,ON_TRACK,0,0
354,Digital Governance Project #354,Digital Governance,Assam,900,769,80.6,92.8,95.5,25370000.0,25370000.0,24230000.0,1,6,75.3,62.2,42.7,0,CRITICAL,1,108
355,Water Resources Project #355,Water Resources,Meghalaya,540,362,70.4,71.3,78.2,94380000.0,81080000.0,63400000.0,1,10,73.0,87.0,83.9,2,AT_RISK,0,0
356,Health & Family Welfare Project #356,Health & Family Welfare,Nagaland,180,163,82.9,94.7,92.7,417560000.0,417560000.0,387080000.0,1,8,76.1,62.4,77.9,0,AT_RISK,0,0
357,Road Transport & Highways Project #357,Road Transport & Highways,Arunachal Pradesh,270,236,73.9,90.6,77.0,456290000.0,412790000.0,317850000.0,2,10,75.2,71.7,50.7,0,AT_RISK,0,0
358,Railways Project #358,Railways,Tripura,365,148,34.6,35.8,31.5,213100000.0,78100000.0,24600000.0,0,6,98.0,72.7,76.2,0,ON_TRACK,0,0
359,Power & Renewable Energy Project #359,Power & Renewable Energy,Rajasthan,900,552,58.0,63.6,63.3,320310000.0,244740000.0,154920000.0,1,6,68.6,82.9,77.0,0,AT_RISK,0,0
360,Water Resources Project #360,Water Resources,Nagaland,270,108,25.1,35.9,43.4,309360000.0,175110000.0,76000000.0,2,5,29.9,68.8,69.0,2,CRITICAL,1,136
361,Water Resources Project #361,Water Resources,Rajasthan,540,379,67.7,80.9,68.7,141660000.0,109330000.0,75110000.0,2,6,66.0,69.6,76.9,2,AT_RISK,0,0
362,Railways Project #362,Railways,Bihar,730,356,51.2,50.8,49.4,320010000.0,205320000.0,101430000.0,0,5,75.5,63.4,84.4,0,ON_TRACK,0,0
363,Urban Development Project #363,Urban Development,Mizoram,540,555,56.3,91.3,60.8,370160000.0,250550000.0,152330000.0,2,6,53.5,31.3,54.7,1,CRITICAL,1,242
364,Digital Governance Project #364,Digital Governance,Gujarat,540,510,58.2,94.3,83.2,125350000.0,119670000.0,99570000.0,3,4,72.7,54.7,48.5,3,CRITICAL,1,266
365,Power & Renewable Energy Project #365,Power & Renewable Energy,Karnataka,365,105,20.5,21.3,18.7,311890000.0,85620000.0,16010000.0,0,10,78.6,73.8,74.2,0,ON_TRACK,0,0
366,Water Resources Project #366,Water Resources,Karnataka,365,354,75.8,93.5,81.5,168370000.0,151010000.0,123070000.0,2,8,87.5,79.6,72.7,4,AT_RISK,0,0
367,Health & Family Welfare Project #367,Health & Family Welfare,Karnataka,270,270,88.3,93.9,96.6,111420000.0,111420000.0,107630000.0,0,10,78.4,96.8,81.0,1,ON_TRACK,0,0
368,Urban Development Project #368,Urban Development,Assam,365,77,5.4,14.3,23.8,282850000.0,107740000.0,25640000.0,0,10,66.2,50.2,33.9,0,ON_TRACK,0,0
369,Education & Social Infrastructure Project #369,Education & Social Infrastructure,Sikkim,180,25,0.0,9.0,7.1,188050000.0,31490000.0,2240000.0,2,8,79.0,57.0,51.3,2,CRITICAL,1,135
370,Road Transport & Highways Project #370,Road Transport & Highways,Meghalaya,180,194,84.5,99.0,80.0,240420000.0,227300000.0,181840000.0,1,4,41.4,93.7,80.9,0,AT_RISK,0,0
371,Railways Project #371,Railways,Gujarat,540,419,77.0,87.8,77.7,175250000.0,157510000.0,122390000.0,1,4,68.1,82.5,74.7,0,DELAYED,1,89
372,Health & Family Welfare Project #372,Health & Family Welfare,Karnataka,540,135,15.2,17.2,10.5,388520000.0,66860000.0,7020000.0,0,5,61.1,96.2,74.5,0,ON_TRACK,0,0
373,Road Transport & Highways Project #373,Road Transport & Highways,Nagaland,730,90,10.4,8.2,19.2,199660000.0,59550000.0,11430000.0,0,6,95.7,77.5,54.7,0,ON_TRACK,0,0
374,Health & Family Welfare Project #374,Health & Family Welfare,West Bengal,180,90,47.4,51.0,52.5,393370000.0,247070000.0,129710000.0,0,10,82.8,91.5,78.5,0,ON_TRACK,0,0
375,Education & Social Infrastructure Project #375,Education & Social Infrastructure,Assam,270,97,24.0,30.3,33.7,88360000.0,37710000.0,12710000.0,1,5,39.3,47.3,60.5,1,AT_RISK,0,0
376,Health & Family Welfare Project #376,Health & Family Welfare,Sikkim,540,238,39.6,40.5,36.3,206410000.0,89520000.0,32500000.0,0,10,96.6,76.6,68.7,0,ON_TRACK,0,0
377,Digital Governance Project #377,Digital Governance,Bihar,900,564,56.3,68.1,75.8,137710000.0,113510000.0,86040000.0,0,8,73.2,53.3,63.6,0,AT_RISK,0,0
378,Road Transport & Highways Project #378,Road Transport & Highways,Arunachal Pradesh,270,156,45.2,62.9,45.4,338460000.0,192330000.0,87320000.0,1,4,71.6,68.4,92.3,1,AT_RISK,0,0
379,Water Resources Project #379,Water Resources,Gujarat,270,166,61.3,65.1,68.2,237780000.0,186840000.0,127420000.0,0,8,73.6,81.2,59.6,0,ON_TRACK,0,0
380,Urban Development Project #380,Urban Development,Mizoram,365,187,46.4,52.6,55.4,394590000.0,246220000.0,136410000.0,0,8,76.7,59.7,76.5,0,ON_TRACK,0,0
381,Road Transport & Highways Project #381,Road Transport & Highways,Mizoram,365,153,27.0,39.3,48.6,242950000.0,154380000.0,75030000.0,1,10,43.5,89.1,46.1,1,AT_RISK,0,0
382,Railways Project #382,Railways,Odisha,365,176,47.0,48.8,42.1,31290000.0,17570000.0,7400000.0,0,5,87.8,73.2,84.0,1,DELAYED,1,38
383,Education & Social Infrastructure Project #383,Education & Social Infrastructure,Tamil Nadu,540,98,0.9,9.1,4.9,53580000.0,5620000.0,280000.0,0,5,76.6,64.7,92.0,0,ON_TRACK,0,0
384,Digital Governance Project #384,Digital Governance,Meghalaya,540,520,90.2,95.2,93.8,117920000.0,117920000.0,110610000.0,2,10,83.8,63.8,93.3,4,CRITICAL,1,96
385,Urban Development Project #385,Urban Development,Odisha,540,574,73.5,98.9,88.6,310900000.0,307540000.0,272480000.0,3,6,60.0,69.8,57.5,2,CRITICAL,1,222
386,Road Transport & Highways Project #386,Road Transport & Highways,Uttar Pradesh,730,311,35.7,39.7,39.2,464770000.0,230070000.0,90190000.0,0,5,74.4,86.4,86.8,0,ON_TRACK,0,0
387,Power & Renewable Energy Project #387,Power & Renewable Energy,Bihar,730,653,77.1,89.1,84.6,475800000.0,456490000.0,386190000.0,1,8,84.5,75.0,70.9,0,AT_RISK,0,0
388,Education & Social Infrastructure Project #388,Education & Social Infrastructure,Sikkim,1095,808,74.8,80.4,80.9,98150000.0,93290000.0,75470000.0,1,6,65.8,76.5,55.0,1,AT_RISK,0,0
389,Education & Social Infrastructure Project #389,Education & Social Infrastructure,Rajasthan,180,139,77.5,85.2,87.3,440140000.0,440140000.0,384240000.0,0,4,74.5,63.3,76.9,0,ON_TRACK,0,0
390,Urban Development Project #390,Urban Development,Bihar,365,331,91.9,92.1,92.0,101990000.0,101990000.0,93830000.0,0,6,85.9,72.4,84.5,0,ON_TRACK,0,0
391,Road Transport & Highways Project #391,Road Transport & Highways,Gujarat,180,128,73.2,76.9,75.7,25710000.0,22320000.0,16900000.0,0,4,52.5,85.4,64.7,1,ON_TRACK,0,0
392,Urban Development Project #392,Urban Development,West Bengal,540,231,28.7,40.8,33.8,320320000.0,139100000.0,47020000.0,1,10,90.0,76.4,33.9,0,CRITICAL,1,114
393,Urban Development Project #393,Urban Development,Rajasthan,365,292,75.0,86.4,71.8,248360000.0,206270000.0,148100000.0,1,8,59.4,85.4,78.4,0,AT_RISK,0,0
394,Education & Social Infrastructure Project #394,Education & Social Infrastructure,Sikkim,180,106,53.2,62.7,60.7,281230000.0,202090000.0,122670000.0,2,8,69.4,86.1,64.5,3,CRITICAL,1,121
395,Digital Governance Project #395,Digital Governance,West Bengal,365,168,21.6,37.8,34.0,426070000.0,203440000.0,69170000.0,1,4,70.6,91.6,31.7,1,CRITICAL,1,130
396,Digital Governance Project #396,Digital Governance,Assam,180,185,84.6,97.9,88.2,454110000.0,454110000.0,400530000.0,2,10,76.7,61.9,68.3,0,CRITICAL,1,139
397,Railways Project #397,Railways,Tamil Nadu,540,465,73.4,89.8,80.3,277590000.0,242720000.0,194900000.0,2,8,77.6,46.4,63.9,2,CRITICAL,1,159
398,Road Transport & Highways Project #398,Road Transport & Highways,Uttar Pradesh,270,250,79.1,90.7,80.1,240830000.0,214530000.0,171840000.0,2,5,70.7,54.5,53.7,2,CRITICAL,1,141
399,Urban Development Project #399,Urban Development,Maharashtra,730,624,77.2,88.2,80.9,183470000.0,172660000.0,139680000.0,2,8,70.6,76.4,65.2,2,AT_RISK,0,0
400,Power & Renewable Energy Project #400,Power & Renewable Energy,Arunachal Pradesh,730,771,88.7,96.2,94.3,103500000.0,103500000.0,97600000.0,0,4,62.0,71.0,64.8,0,DELAYED,1,59
401,Health & Family Welfare Project #401,Health & Family Welfare,Sikkim,180,171,80.7,94.6,79.1,13940000.0,12410000.0,9820000.0,3,8,80.2,34.7,87.0,2,CRITICAL,1,158
402,Health & Family Welfare Project #402,Health & Family Welfare,Manipur,540,233,33.9,42.9,43.5,281920000.0,141890000.0,61720000.0,0,8,75.4,91.0,72.2,0,ON_TRACK,0,0
403,Education & Social Infrastructure Project #403,Education & Social Infrastructure,Tripura,270,172,63.9,70.6,70.1,257610000.0,210150000.0,147320000.0,0,4,88.1,40.5,80.9,0,ON_TRACK,0,0
404,Road Transport & Highways Project #404,Road Transport & Highways,West Bengal,1460,380,5.4,20.4,16.6,304500000.0,75740000.0,12570000.0,1,4,49.0,70.5,61.2,0,CRITICAL,1,115
405,Urban Development Project #405,Urban Development,Bihar,730,361,41.5,50.5,45.7,473070000.0,242130000.0,110650000.0,1,5,51.8,80.0,74.0,0,AT_RISK,0,0
406,Urban Development Project #406,Urban Development,Madhya Pradesh,900,399,19.0,39.6,24.2,236270000.0,90500000.0,21900000.0,1,8,81.7,46.2,47.8,1,CRITICAL,1,161
407,Road Transport & Highways Project #407,Road Transport & Highways,Assam,540,490,83.1,92.4,84.9,261310000.0,253550000.0,215260000.0,1,4,83.0,85.2,34.6,0,AT_RISK,0,0
408,Education & Social Infrastructure Project #408,Education & Social Infrastructure,Madhya Pradesh,365,284,79.2,88.9,85.4,381810000.0,381550000.0,325840000.0,1,8,59.0,85.0,80.5,0,CRITICAL,1,106
409,Water Resources Project #409,Water Resources,West Bengal,180,199,92.5,99.9,93.2,357910000.0,352180000.0,328230000.0,0,5,87.8,83.1,82.2,0,DELAYED,1,77
410,Railways Project #410,Railways,Arunachal Pradesh,540,619,89.0,100.0,89.7,448250000.0,424930000.0,381160000.0,1,8,91.5,50.1,71.2,0,AT_RISK,0,0
411,Railways Project #411,Railways,Odisha,180,187,89.2,95.5,97.9,207840000.0,207840000.0,203480000.0,1,10,89.1,92.9,78.1,1,AT_RISK,0,0
412,Health & Family Welfare Project #412,Health & Family Welfare,Tamil Nadu,365,291,71.9,85.0,67.7,249480000.0,195820000.0,132570000.0,1,10,59.6,70.6,76.9,1,CRITICAL,1,118
413,Power & Renewable Energy Project #413,Power & Renewable Energy,Uttar Pradesh,1095,934,75.4,88.0,78.5,144580000.0,131290000.0,103060000.0,0,5,93.2,73.1,73.9,0,AT_RISK,0,0
414,Road Transport & Highways Project #414,Road Transport & Highways,Rajasthan,365,262,74.0,79.5,72.7,368510000.0,302530000.0,219940000.0,0,5,88.8,69.3,73.6,0,ON_TRACK,0,0
415,Road Transport & Highways Project #415,Road Transport & Highways,Madhya Pradesh,730,259,33.3,29.4,46.8,334470000.0,177140000.0,82900000.0,0,6,67.6,42.5,69.2,0,ON_TRACK,0,0
416,Railways Project #416,Railways,Gujarat,900,319,28.4,32.0,23.8,305900000.0,92540000.0,22020000.0,1,5,77.6,80.5,63.8,0,AT_RISK,0,0
417,Urban Development Project #417,Urban Development,Madhya Pradesh,730,445,56.1,66.6,60.8,99500000.0,72940000.0,44350000.0,1,10,75.1,67.1,90.3,1,DELAYED,1,89
418,Water Resources Project #418,Water Resources,Uttar Pradesh,730,246,27.6,28.2,25.6,479930000.0,170970000.0,43770000.0,0,6,61.1,59.7,89.4,0,ON_TRACK,0,0
419,Urban Development Project #419,Urban Development,Maharashtra,540,185,12.1,29.3,16.2,157470000.0,41880000.0,6780000.0,1,8,31.3,35.0,49.9,1,CRITICAL,1,139
420,Urban Development Project #420,Urban Development,Tripura,730,613,79.0,88.8,77.8,258280000.0,238820000.0,185800000.0,1,10,77.0,84.6,62.5,0,AT_RISK,0,0
421,Digital Governance Project #421,Digital Governance,Meghalaya,365,342,86.8,98.6,89.5,282820000.0,278900000.0,249620000.0,1,4,76.5,95.0,62.9,1,CRITICAL,1,112
422,Railways Project #422,Railways,Gujarat,180,160,76.1,86.6,80.1,261690000.0,240870000.0,192940000.0,0,6,59.5,51.3,87.1,0,AT_RISK,0,0
423,Road Transport & Highways Project #423,Road Transport & Highways,Meghalaya,730,269,20.0,32.3,43.2,85270000.0,42640000.0,18420000.0,1,10,28.5,94.3,41.7,1,AT_RISK,0,0
424,Digital Governance Project #424,Digital Governance,Gujarat,540,357,58.3,71.4,54.1,299800000.0,202910000.0,109770000.0,2,8,98.0,66.6,74.0,4,CRITICAL,1,141
425,Health & Family Welfare Project #425,Health & Family Welfare,Uttar Pradesh,365,159,42.1,43.0,42.4,446810000.0,219200000.0,92940000.0,0,5,72.6,82.3,79.6,0,ON_TRACK,0,0
426,Health & Family Welfare Project #426,Health & Family Welfare,Maharashtra,270,137,44.1,48.8,42.9,402670000.0,195710000.0,83960000.0,0,4,74.6,74.3,71.8,1,DELAYED,1,52
427,Education & Social Infrastructure Project #427,Education & Social Infrastructure,Manipur,900,750,49.6,88.9,55.9,438740000.0,307740000.0,172030000.0,4,8,50.6,71.1,56.7,4,CRITICAL,1,318
428,Water Resources Project #428,Water Resources,Tamil Nadu,900,137,17.9,10.0,26.2,137020000.0,44430000.0,11640000.0,0,4,85.0,61.2,80.8,4,ON_TRACK,0,0
429,Road Transport & Highways Project #429,Road Transport & Highways,Odisha,540,492,78.2,93.2,73.9,329080000.0,266930000.0,197260000.0,1,10,50.5,58.9,95.1,1,CRITICAL,1,120
430,Urban Development Project #430,Urban Development,West Bengal,365,385,84.8,95.6,89.5,476870000.0,476870000.0,426800000.0,2,10,96.4,40.8,88.5,0,CRITICAL,1,116
431,Education & Social Infrastructure Project #431,Education & Social Infrastructure,Rajasthan,730,633,75.3,90.7,84.2,269110000.0,260330000.0,219200000.0,2,10,81.9,56.8,59.8,2,CRITICAL,1,163
432,Power & Renewable Energy Project #432,Power & Renewable Energy,Bihar,730,713,77.7,92.4,79.7,179910000.0,167900000.0,133820000.0,1,4,60.4,62.7,90.2,1,CRITICAL,1,122
433,Power & Renewable Energy Project #433,Power & Renewable Energy,Tamil Nadu,365,355,82.2,95.2,91.4,349800000.0,349800000.0,319720000.0,1,8,53.7,84.5,73.7,1,CRITICAL,1,103
434,Digital Governance Project #434,Digital Governance,Uttar Pradesh,180,154,81.2,92.9,83.5,471160000.0,427680000.0,357110000.0,1,10,75.6,77.3,80.4,0,AT_RISK,0,0
435,Road Transport & Highways Project #435,Road Transport & Highways,Gujarat,900,955,84.6,95.3,93.3,212610000.0,212610000.0,198370000.0,2,10,88.4,64.3,73.5,1,AT_RISK,0,0
436,Health & Family Welfare Project #436,Health & Family Welfare,Tamil Nadu,365,150,18.6,38.9,27.3,301880000.0,126820000.0,34620000.0,1,4,76.5,79.6,31.9,0,AT_RISK,0,0
437,Digital Governance Project #437,Digital Governance,Sikkim,365,401,72.9,97.2,75.7,78000000.0,65290000.0,49420000.0,2,6,82.8,75.1,36.8,1,CRITICAL,1,198
438,Health & Family Welfare Project #438,Health & Family Welfare,Gujarat,365,130,16.3,29.2,21.7,222100000.0,63690000.0,13820000.0,0,5,83.6,48.2,37.8,1,AT_RISK,0,0
439,Urban Development Project #439,Urban Development,Rajasthan,180,198,92.5,98.2,100.0,163730000.0,163730000.0,163730000.0,0,6,64.9,70.3,76.1,0,ON_TRACK,0,0
440,Health & Family Welfare Project #440,Health & Family Welfare,Rajasthan,730,273,31.9,32.9,33.5,422810000.0,188010000.0,62980000.0,0,10,98.0,59.8,68.2,0,ON_TRACK,0,0
441,Road Transport & Highways Project #441,Road Transport & Highways,Mizoram,365,265,73.1,78.8,81.9,467150000.0,417250000.0,341730000.0,0,5,73.0,73.7,52.0,0,ON_TRACK,0,0
442,Power & Renewable Energy Project #442,Power & Renewable Energy,Odisha,365,109,21.5,23.7,21.2,495390000.0,151840000.0,32190000.0,0,8,92.5,75.4,74.5,1,DELAYED,1,46
443,Education & Social Infrastructure Project #443,Education & Social Infrastructure,Madhya Pradesh,900,1007,91.6,100.0,95.3,301330000.0,301330000.0,287170000.0,1,6,64.5,69.7,83.6,1,AT_RISK,0,0
444,Railways Project #444,Railways,Assam,1095,718,66.3,70.9,68.0,247260000.0,201060000.0,136720000.0,0,10,92.5,77.6,50.7,0,ON_TRACK,0,0
445,Digital Governance Project #445,Digital Governance,Tripura,365,353,51.5,92.4,68.6,138610000.0,110960000.0,76120000.0,4,6,36.5,71.7,28.6,3,CRITICAL,1,302
446,Water Resources Project #446,Water Resources,Uttar Pradesh,365,305,53.0,89.0,76.5,153900000.0,131830000.0,100850000.0,2,6,46.1,89.9,37.4,0,CRITICAL,1,241
447,Water Resources Project #447,Water Resources,Assam,270,157,33.0,62.3,53.1,402000000.0,271180000.0,144000000.0,1,5,63.6,85.4,36.4,0,CRITICAL,1,167
448,Digital Governance Project #448,Digital Governance,Meghalaya,730,354,40.4,45.3,39.9,310270000.0,140650000.0,56120000.0,1,8,74.4,90.5,71.6,0,AT_RISK,0,0
449,Road Transport & Highways Project #449,Road Transport & Highways,Sikkim,270,232,76.8,90.8,79.2,59110000.0,54230000.0,42950000.0,1,5,66.5,62.8,75.9,0,AT_RISK,0,0
450,Road Transport & Highways Project #450,Road Transport & Highways,Sikkim,180,188,84.1,92.8,83.1,84030000.0,79920000.0,66410000.0,1,10,82.3,43.3,90.5,0,CRITICAL,1,103
451,Urban Development Project #451,Urban Development,Meghalaya,730,756,80.2,97.5,87.5,44320000.0,44320000.0,38780000.0,1,5,74.5,66.2,69.6,0,CRITICAL,1,115
452,Education & Social Infrastructure Project #452,Education & Social Infrastructure,Gujarat,540,248,44.6,46.0,41.1,182690000.0,91580000.0,37640000.0,0,8,79.3,70.1,56.3,0,ON_TRACK,0,0
453,Road Transport & Highways Project #453,Road Transport & Highways,Maharashtra,365,228,35.8,66.6,50.3,188500000.0,105750000.0,53190000.0,1,5,53.1,80.9,53.0,0,CRITICAL,1,191
454,Power & Renewable Energy Project #454,Power & Renewable Energy,Arunachal Pradesh,180,155,70.3,92.1,86.2,475250000.0,475250000.0,409670000.0,1,4,37.5,62.8,79.4,0,CRITICAL,1,163
455,Road Transport & Highways Project #455,Road Transport & Highways,Rajasthan,540,271,27.7,52.0,50.3,404570000.0,234830000.0,118120000.0,2,8,36.6,65.3,64.5,1,CRITICAL,1,194
456,Health & Family Welfare Project #456,Health & Family Welfare,West Bengal,365,413,74.7,96.9,80.9,221540000.0,204350000.0,165320000.0,1,4,74.4,30.4,67.5,1,CRITICAL,1,166
457,Power & Renewable Energy Project #457,Power & Renewable Energy,West Bengal,540,506,79.0,92.5,90.2,381940000.0,366200000.0,330310000.0,1,5,45.7,73.8,68.3,1,CRITICAL,1,110
458,Road Transport & Highways Project #458,Road Transport & Highways,Manipur,365,417,76.1,97.0,99.5,90720000.0,90720000.0,90270000.0,1,5,34.2,59.6,69.0,0,CRITICAL,1,145
459,Railways Project #459,Railways,Rajasthan,730,639,51.1,91.1,70.9,209590000.0,170910000.0,121180000.0,3,6,83.8,30.7,54.4,3,CRITICAL,1,292
460,Water Resources Project #460,Water Resources,Assam,180,170,84.7,93.6,90.5,64440000.0,63110000.0,57110000.0,0,8,71.3,92.4,76.1,0,ON_TRACK,0,0
461,Railways Project #461,Railways,Meghalaya,540,252,25.0,43.6,43.3,121480000.0,59910000.0,25940000.0,2,8,74.9,79.1,42.9,4,AT_RISK,0,0
462,Urban Development Project #462,Urban Development,Nagaland,900,954,86.4,97.3,82.8,247330000.0,219400000.0,181660000.0,1,6,65.9,83.5,88.4,0,CRITICAL,1,114
463,Power & Renewable Energy Project #463,Power & Renewable Energy,Sikkim,270,54,11.7,12.5,13.0,313150000.0,70260000.0,9130000.0,0,4,75.3,56.5,82.5,0,ON_TRACK,1,25
464,Education & Social Infrastructure Project #464,Education & Social Infrastructure,Mizoram,730,403,58.6,57.0,63.9,420490000.0,319480000.0,204150000.0,0,5,63.8,85.8,95.3,0,ON_TRACK,0,0
465,Road Transport & Highways Project #465,Road Transport & Highways,Sikkim,540,462,80.7,92.3,93.5,337160000.0,332990000.0,311350000.0,1,6,67.5,53.6,61.3,0,AT_RISK,0,0
466,Railways Project #466,Railways,Assam,365,326,85.6,93.5,92.7,88370000.0,88370000.0,81920000.0,2,5,65.5,83.9,87.1,4,AT_RISK,0,0
467,Health & Family Welfare Project #467,Health & Family Welfare,Maharashtra,730,463,32.2,65.9,33.9,214780000.0,88830000.0,30110000.0,3,4,53.9,50.1,70.7,4,CRITICAL,1,267
468,Digital Governance Project #468,Digital Governance,Gujarat,365,293,75.5,86.2,83.4,179180000.0,164490000.0,137180000.0,0,4,83.9,44.7,66.2,1,AT_RISK,0,0
469,Education & Social Infrastructure Project #469,Education & Social Infrastructure,Gujarat,365,411,82.9,96.4,83.1,232390000.0,218560000.0,181620000.0,1,6,87.4,44.9,74.5,1,CRITICAL,1,114
470,Power & Renewable Energy Project #470,Power & Renewable Energy,Bihar,1460,1173,78.3,90.6,80.4,327760000.0,280830000.0,225790000.0,1,4,74.2,74.7,58.7,0,AT_RISK,0,0
471,Road Transport & Highways Project #471,Road Transport & Highways,Arunachal Pradesh,365,223,53.5,66.9,62.6,188880000.0,144290000.0,90330000.0,1,4,67.1,73.8,51.1,1,AT_RISK,0,0
472,Water Resources Project #472,Water Resources,Odisha,180,132,49.4,78.3,64.1,162480000.0,119580000.0,76650000.0,4,10,70.3,54.8,65.8,3,CRITICAL,1,250
473,Railways Project #473,Railways,Bihar,365,340,74.1,93.7,74.0,46880000.0,37380000.0,27660000.0,1,5,91.2,75.7,75.2,0,CRITICAL,1,135
474,Road Transport & Highways Project #474,Road Transport & Highways,Karnataka,365,68,7.6,9.8,14.3,390310000.0,96210000.0,13760000.0,0,4,77.0,77.2,58.6,1,ON_TRACK,0,0
475,Health & Family Welfare Project #475,Health & Family Welfare,Rajasthan,1095,453,35.9,36.6,34.1,367030000.0,167210000.0,57020000.0,0,8,68.6,78.2,56.8,1,ON_TRACK,0,0
476,Power & Renewable Energy Project #476,Power & Renewable Energy,Maharashtra,730,332,35.4,45.0,37.4,494700000.0,253720000.0,94890000.0,1,4,57.8,87.9,73.3,0,AT_RISK,0,0
477,Water Resources Project #477,Water Resources,Manipur,730,747,88.7,95.2,85.6,54790000.0,50620000.0,43330000.0,1,6,79.8,58.2,77.6,0,DELAYED,1,71
478,Education & Social Infrastructure Project #478,Education & Social Infrastructure,Meghalaya,730,188,6.4,16.4,13.0,81190000.0,18380000.0,2390000.0,2,6,84.7,51.8,78.7,2,CRITICAL,1,127
479,Education & Social Infrastructure Project #479,Education & Social Infrastructure,Uttar Pradesh,540,140,27.3,18.2,25.4,380300000.0,132780000.0,33730000.0,0,8,94.1,81.7,51.9,0,ON_TRACK,0,0
480,Road Transport & Highways Project #480,Road Transport & Highways,Bihar,270,236,68.4,89.8,82.5,142350000.0,130140000.0,107370000.0,2,8,58.8,30.0,44.2,0,CRITICAL,1,160
481,Urban Development Project #481,Urban Development,Meghalaya,540,496,75.7,92.8,87.8,172530000.0,163240000.0,143320000.0,2,10,73.5,56.8,27.6,3,AT_RISK,0,0
482,Railways Project #482,Railways,Mizoram,900,309,21.2,28.3,27.6,495150000.0,199930000.0,55180000.0,0,5,62.3,96.9,75.4,0,DELAYED,1,47
483,Power & Renewable Energy Project #483,Power & Renewable Energy,Odisha,540,454,83.1,86.2,81.5,398520000.0,376780000.0,307080000.0,0,8,90.2,78.7,84.7,0,ON_TRACK,0,0
484,Railways Project #484,Railways,Gujarat,365,276,74.7,82.4,84.5,393650000.0,355130000.0,300080000.0,1,10,91.3,85.9,85.1,0,AT_RISK,0,0
485,Power & Renewable Energy Project #485,Power & Renewable Energy,Assam,180,177,82.5,92.6,88.3,135060000.0,127220000.0,112340000.0,1,6,84.9,76.9,77.8,1,AT_RISK,0,0
486,Health & Family Welfare Project #486,Health & Family Welfare,Arunachal Pradesh,365,75,16.8,17.8,15.5,342310000.0,101060000.0,15660000.0,1,8,79.6,71.7,66.0,2,AT_RISK,0,0
487,Health & Family Welfare Project #487,Health & Family Welfare,Nagaland,900,213,4.4,18.3,6.2,320930000.0,57910000.0,3590000.0,2,6,84.3,63.9,43.5,3,AT_RISK,0,0
488,Urban Development Project #488,Urban Development,Manipur,540,275,41.0,51.8,50.0,390890000.0,220930000.0,110460000.0,1,6,68.4,85.9,57.4,1,CRITICAL,1,93
489,Road Transport & Highways Project #489,Road Transport & Highways,Maharashtra,1460,946,65.5,71.4,68.9,146460000.0,109630000.0,75540000.0,0,10,71.1,78.1,88.7,0,DELAYED,1,62
490,Water Resources Project #490,Water Resources,Sikkim,730,508,71.9,78.0,68.5,432530000.0,324800000.0,222490000.0,1,4,52.1,72.3,88.9,3,DELAYED,1,84
491,Education & Social Infrastructure Project #491,Education & Social Infrastructure,Arunachal Pradesh,365,367,90.4,97.9,100.0,284340000.0,284340000.0,284340000.0,1,8,83.7,67.7,77.5,0,AT_RISK,0,0
492,Health & Family Welfare Project #492,Health & Family Welfare,Madhya Pradesh,730,790,73.2,97.0,76.3,65220000.0,53500000.0,40820000.0,1,4,48.3,68.9,71.8,1,CRITICAL,1,145
493,Power & Renewable Energy Project #493,Power & Renewable Energy,Uttar Pradesh,270,32,14.8,9.2,24.0,277170000.0,94690000.0,22730000.0,0,8,72.0,61.1,50.1,0,ON_TRACK,0,0
494,Education & Social Infrastructure Project #494,Education & Social Infrastructure,Tamil Nadu,730,687,77.1,94.1,74.5,413260000.0,352780000.0,262820000.0,2,6,70.7,92.3,44.7,4,CRITICAL,1,150
495,Urban Development Project #495,Urban Development,Gujarat,270,234,75.0,87.8,72.9,377500000.0,304470000.0,221960000.0,1,6,51.5,87.5,73.0,0,AT_RISK,0,0
496,Urban Development Project #496,Urban Development,Assam,180,149,70.9,92.8,74.5,309500000.0,274940000.0,204830000.0,1,8,57.7,73.0,40.6,0,CRITICAL,1,139
497,Power & Renewable Energy Project #497,Power & Renewable Energy,Arunachal Pradesh,540,110,26.7,12.2,39.0,403180000.0,204430000.0,79730000.0,0,4,34.6,76.5,70.9,0,ON_TRACK,0,0
