project_id,schedule_slippage_pct,financial_physical_gap,expenditure_burn_velocity,milestones_delayed_ratio,contractor_health_deficit,resource_deficit,material_deficit,previous_delays_count,is_doomed,doom_level
322,32.23,46.77,0.86,0.881,53.9,52.3,65.0,3,1,CRITICAL_DOOM
323,19.95,21.08,0.714,0.278,30.4,37.0,42.3,2,0,MODERATE_RISK
324,3.65,2.36,0.222,0.088,15.5,15.2,11.1,0,0,STABLE
325,12.36,5.26,0.835,0.3,41.8,28.8,38.4,2,0,MODERATE_RISK
326,1.93,0.3,0.156,0.112,18.7,11.5,8.9,0,0,STABLE
327,38.13,44.13,0.93,0.755,52.3,67.9,52.3,2,1,CRITICAL_DOOM
328,31.73,38.09,0.885,0.599,46.9,61.5,68.3,3,1,CRITICAL_DOOM
329,16.04,17.72,0.788,0.433,35.9,29.0,37.3,2,0,MODERATE_RISK
330,31.89,45.38,0.898,0.868,62.5,63.5,56.7,3,1,CRITICAL_DOOM
331,46.86,51.41,0.909,0.752,52.5,67.6,60.7,3,1,CRITICAL_DOOM
332,11.25,20.16,0.655,0.205,31.0,35.1,26.1,1,0,MODERATE_RISK
333,40.02,41.24,0.903,0.762,52.8,54.0,54.0,2,1,CRITICAL_DOOM
334,4.37,2.36,0.588,0.103,6.7,9.3,9.6,0,0,STABLE
335,5.0,18.2,0.624,0.407,40.8,31.2,43.3,2,0,MODERATE_RISK
336,2.26,-7.88,0.665,0.131,6.5,10.9,13.3,0,0,STABLE
337,3.25,4.39,0.603,0.129,16.2,11.6,14.2,0,0,STABLE
338,16.78,9.49,0.58,0.229,28.3,25.0,39.4,2,0,MODERATE_RISK
339,12.59,17.55,0.624,0.226,29.4,35.4,37.2,1,0,MODERATE_RISK
340,0.0,-1.26,0.232,0.144,14.2,13.4,11.2,0,0,STABLE
341,19.43,21.33,0.56,0.325,33.2,42.4,37.6,1,0,MODERATE_RISK
342,0.0,2.02,0.302,0.021,15.4,8.1,10.9,1,0,STABLE
343,0.0,2.04,0.111,0.119,6.0,12.1,13.4,0,0,STABLE
344,15.4,25.55,0.793,0.405,41.9,34.7,31.7,2,0,MODERATE_RISK
345,15.67,13.21,0.809,0.317,26.5,32.8,41.1,2,0,MODERATE_RISK
346,4.55,-7.99,0.681,0.01,14.7,6.1,10.6,0,0,STABLE
347,8.61,10.87,0.623,0.293,26.4,32.4,34.3,2,0,MODERATE_RISK
348,17.26,8.17,0.669,0.201,41.1,40.5,36.0,1,0,MODERATE_RISK
349,49.17,49.15,0.948,0.821,60.5,53.5,66.8,3,1,CRITICAL_DOOM
350,34.46,40.21,0.966,0.8,72.2,69.0,64.9,3,1,CRITICAL_DOOM
351,52.92,56.1,0.87,0.69,66.5,56.8,55.1,3,1,CRITICAL_DOOM
352,0.89,-4.62,0.645,0.076,7.8,6.2,15.4,0,0,STABLE
353,46.87,50.97,0.885,0.777,52.9,73.5,65.9,3,1,CRITICAL_DOOM
354,3.79,-2.79,0.231,0.089,9.0,14.9,17.2,0,0,STABLE
355,30.4,59.35,0.906,0.512,52.8,50.8,72.0,2,1,CRITICAL_DOOM
356,14.48,13.42,0.613,0.424,42.8,31.5,43.0,2,0,MODERATE_RISK
357,34.25,51.45,0.925,0.527,47.8,75.0,58.2,4,1,CRITICAL_DOOM
358,29.87,42.56,0.853,0.644,68.5,64.2,57.8,3,1,CRITICAL_DOOM
359,6.0,3.52,0.123,0.126,14.3,13.5,14.4,1,0,STABLE
360,14.72,15.14,0.765,0.311,39.1,32.8,29.6,1,0,MODERATE_RISK
361,36.35,50.6,0.919,0.585,74.9,74.5,66.2,4,1,CRITICAL_DOOM
362,33.26,46.24,0.909,0.77,65.3,59.3,73.5,2,1,CRITICAL_DOOM
363,19.56,21.47,0.727,0.269,28.1,37.7,37.0,1,0,MODERATE_RISK
364,53.9,39.69,0.959,0.568,45.6,69.5,65.2,3,1,CRITICAL_DOOM
365,30.16,75.62,0.902,0.561,62.2,56.9,73.0,3,1,CRITICAL_DOOM
366,11.67,14.09,0.511,0.306,26.7,37.1,42.6,2,0,MODERATE_RISK
367,16.14,12.95,0.81,0.249,39.7,30.7,41.1,2,0,MODERATE_RISK
368,2.76,4.28,0.684,0.07,17.7,5.9,10.0,0,0,STABLE
369,40.74,48.08,0.972,0.534,56.6,51.8,55.3,2,1,CRITICAL_DOOM
370,11.54,13.29,0.559,0.237,44.5,40.2,44.4,1,0,MODERATE_RISK
371,0.16,5.21,0.28,0.035,6.9,8.8,10.3,0,0,STABLE
372,3.79,-1.23,0.188,0.051,18.0,7.3,6.2,0,0,STABLE
373,6.06,2.13,0.182,0.087,12.6,7.2,14.4,0,0,STABLE
374,13.6,10.0,0.607,0.406,26.1,33.4,34.2,2,0,MODERATE_RISK
375,19.65,19.09,0.802,0.278,35.8,41.8,44.8,2,0,MODERATE_RISK
376,1.85,-4.62,0.545,0.074,12.2,17.6,10.4,1,0,STABLE
377,11.37,5.0,0.767,0.232,28.9,44.0,28.5,1,0,MODERATE_RISK
378,25.09,14.05,0.58,0.338,32.4,38.2,27.8,1,0,MODERATE_RISK
379,0.0,-1.86,0.21,0.124,9.3,18.9,19.5,0,0,STABLE
380,5.65,-1.05,0.32,0.013,13.4,17.7,16.9,0,0,STABLE
381,10.59,10.94,0.806,0.262,30.3,25.0,42.4,2,0,MODERATE_RISK
382,10.81,17.75,0.66,0.288,26.9,34.7,43.4,1,0,MODERATE_RISK
383,0.03,-1.93,0.645,0.07,12.0,16.4,7.3,0,0,STABLE
384,11.37,23.33,0.79,0.243,25.6,29.1,31.8,1,0,MODERATE_RISK
385,14.11,20.32,0.675,0.213,25.7,36.0,33.8,2,0,MODERATE_RISK
386,1.86,-0.7,0.242,0.007,15.9,6.7,14.1,0,0,STABLE
387,5.66,-0.95,0.335,0.113,6.9,16.6,8.6,0,0,STABLE
388,13.12,19.01,0.523,0.205,41.5,35.5,40.5,1,0,MODERATE_RISK
389,3.52,1.78,0.259,0.092,15.2,9.8,17.7,1,0,STABLE
390,30.89,54.55,0.887,0.885,45.3,67.9,67.7,3,1,CRITICAL_DOOM
391,29.29,32.21,0.86,0.677,52.8,58.6,70.9,4,1,CRITICAL_DOOM
392,3.92,0.24,0.137,0.014,7.4,13.9,7.3,1,0,STABLE
393,5.75,15.06,0.665,0.365,40.0,40.1,36.6,2,0,MODERATE_RISK
394,30.41,62.47,0.902,0.854,71.9,72.7,57.8,3,1,CRITICAL_DOOM
395,0.49,-0.97,0.305,0.064,17.5,6.8,16.0,0,0,STABLE
396,0.0,0.73,0.458,0.065,7.5,6.7,13.2,1,0,STABLE
397,4.56,6.01,0.659,0.123,13.5,14.9,18.5,0,0,STABLE
398,1.63,1.37,0.446,0.07,6.8,19.7,8.2,0,0,STABLE
399,16.12,27.48,0.536,0.243,36.4,30.9,43.8,2,0,MODERATE_RISK
400,25.0,36.4,0.857,0.521,65.8,61.4,55.7,3,1,CRITICAL_DOOM
401,0.0,5.11,0.594,0.123,12.2,10.3,10.4,0,0,STABLE
402,0.0,-10.33,0.605,0.033,10.7,17.1,17.4,0,0,STABLE
403,16.05,13.88,0.542,0.433,38.7,35.6,25.7,1,0,MODERATE_RISK
404,16.27,9.11,0.84,0.341,39.3,26.4,33.4,1,0,MODERATE_RISK
405,14.9,17.92,0.527,0.289,36.0,33.1,41.7,2,0,MODERATE_RISK
406,7.14,10.74,0.537,0.289,33.3,38.5,38.2,1,0,MODERATE_RISK
407,0.87,-0.4,0.596,0.006,11.3,7.5,18.2,0,0,STABLE
408,7.26,1.07,0.675,0.033,18.3,19.0,18.7,0,0,STABLE
409,21.32,11.63,0.686,0.369,33.6,39.6,41.5,1,0,MODERATE_RISK
410,47.6,46.4,0.906,0.652,72.5,56.3,71.1,3,1,CRITICAL_DOOM
411,17.36,5.0,0.614,0.21,30.4,25.1,44.6,2,0,MODERATE_RISK
412,0.0,6.12,0.503,0.121,19.2,11.0,16.7,0,0,STABLE
413,38.59,41.64,0.936,0.775,48.6,73.5,54.5,3,1,CRITICAL_DOOM
414,3.35,-6.48,0.35,0.024,7.6,11.3,16.4,1,0,STABLE
415,0.0,0.1,0.11,0.099,14.0,7.4,8.5,0,0,STABLE
416,41.93,41.42,0.97,0.668,46.5,51.0,64.3,3,1,CRITICAL_DOOM
417,1.45,1.12,0.572,0.046,5.6,13.8,11.0,1,0,STABLE
418,18.76,8.87,0.595,0.426,32.5,36.0,26.0,1,0,MODERATE_RISK
419,33.27,51.55,0.879,0.827,72.9,52.4,61.3,3,1,CRITICAL_DOOM
420,25.0,41.25,0.893,0.658,60.9,54.0,64.3,4,1,CRITICAL_DOOM
421,36.62,43.3,0.885,0.644,57.3,67.0,51.4,2,1,CRITICAL_DOOM
422,0.0,3.43,0.485,0.039,18.3,18.4,9.5,0,0,STABLE
423,17.81,8.12,0.789,0.368,41.5,32.9,28.1,2,0,MODERATE_RISK
424,0.0,4.57,0.149,0.149,7.3,19.8,19.7,0,0,STABLE
425,19.26,16.34,0.601,0.317,37.4,33.2,33.5,1,0,MODERATE_RISK
426,12.14,17.62,0.827,0.372,41.5,36.1,40.6,1,0,MODERATE_RISK
427,43.31,37.76,0.883,0.846,48.1,53.1,74.5,3,1,CRITICAL_DOOM
428,47.47,33.22,0.927,0.741,65.5,64.4,60.7,2,1,CRITICAL_DOOM
429,43.83,34.63,0.88,0.75,67.4,55.5,51.5,2,1,CRITICAL_DOOM
430,9.77,22.5,0.667,0.432,31.6,34.3,25.3,1,0,MODERATE_RISK
431,2.23,-0.09,0.356,0.082,7.6,9.4,15.0,1,0,STABLE
432,2.55,4.75,0.438,0.075,6.0,6.3,14.0,0,0,STABLE
433,29.46,42.2,0.943,0.617,60.8,67.4,72.5,4,1,CRITICAL_DOOM
434,15.84,15.89,0.604,0.2,30.4,29.4,38.2,2,0,MODERATE_RISK
435,19.83,7.53,0.695,0.286,27.7,26.9,41.6,2,0,MODERATE_RISK
436,12.92,9.76,0.755,0.395,27.4,25.0,39.2,1,0,MODERATE_RISK
437,2.07,-0.2,0.611,0.144,13.5,12.7,6.3,0,0,STABLE
438,0.0,7.01,0.244,0.014,9.7,6.4,7.7,1,0,STABLE
439,19.34,15.55,0.848,0.346,41.2,31.5,31.1,1,0,MODERATE_RISK
440,8.23,21.82,0.547,0.358,27.6,36.6,38.9,2,0,MODERATE_RISK
441,38.0,55.83,0.945,0.748,50.6,50.6,57.1,3,1,CRITICAL_DOOM
442,12.19,17.5,0.544,0.441,27.2,34.6,36.7,1,0,MODERATE_RISK
443,5.54,10.11,0.24,0.096,17.3,5.6,12.5,0,0,STABLE
444,4.74,-5.18,0.639,0.121,13.7,16.0,10.5,0,0,STABLE
445,16.99,9.48,0.695,0.29,43.2,25.4,31.3,1,0,MODERATE_RISK
446,29.79,57.3,0.938,0.658,67.7,61.4,60.3,4,1,CRITICAL_DOOM
447,2.65,-2.92,0.682,0.057,5.9,10.1,12.6,0,0,STABLE
448,8.23,5.0,0.54,0.421,33.3,32.7,38.2,1,0,MODERATE_RISK
449,14.86,18.07,0.834,0.238,34.5,37.0,36.6,1,0,MODERATE_RISK
450,1.16,-2.86,0.198,0.11,8.1,5.9,13.3,0,0,STABLE
451,25.0,54.2,0.954,0.716,47.4,64.1,72.7,3,1,CRITICAL_DOOM
452,1.78,0.7,0.36,0.089,6.2,19.1,16.3,0,0,STABLE
453,37.63,36.69,0.932,0.831,68.5,56.9,73.5,2,1,CRITICAL_DOOM
454,41.49,25.0,0.925,0.874,65.2,62.0,70.2,4,1,CRITICAL_DOOM
455,0.23,4.38,0.179,0.066,14.7,10.7,5.8,0,0,STABLE
456,27.66,39.68,0.908,0.519,69.6,70.7,64.7,3,1,CRITICAL_DOOM
457,48.15,47.13,0.932,0.814,63.0,60.4,73.9,3,1,CRITICAL_DOOM
458,16.87,7.34,0.7,0.246,26.2,37.1,40.3,1,0,MODERATE_RISK
459,0.22,1.94,0.365,0.025,7.8,8.0,10.8,0,0,STABLE
460,0.0,9.21,0.33,0.126,7.2,12.6,5.9,0,0,STABLE
461,19.07,16.06,0.695,0.44,26.0,27.0,25.9,1,0,MODERATE_RISK
462,11.94,15.79,0.831,0.411,30.9,26.5,28.4,1,0,MODERATE_RISK
463,0.0,1.48,0.315,0.148,15.3,19.2,7.1,0,0,STABLE
464,19.77,23.32,0.644,0.322,33.3,25.5,31.7,1,0,MODERATE_RISK
465,2.33,3.03,0.537,0.047,10.9,8.6,6.5,0,0,STABLE
466,42.09,64.35,0.912,0.869,47.2,57.0,58.7,4,1,CRITICAL_DOOM
467,42.02,41.52,0.958,0.59,57.0,60.2,74.5,2,1,CRITICAL_DOOM
468,47.77,36.23,0.905,0.731,70.0,70.1,71.7,2,1,CRITICAL_DOOM
469,12.75,8.58,0.692,0.301,35.4,44.9,27.7,2,0,MODERATE_RISK
470,0.25,-3.7,0.502,0.073,11.3,10.4,13.9,0,0,STABLE
471,9.71,-4.43,0.442,0.032,16.1,5.4,10.3,0,0,STABLE
472,18.4,8.54,0.699,0.399,39.7,37.2,34.8,1,0,MODERATE_RISK
473,7.43,-4.9,0.408,0.043,5.1,12.4,9.3,0,0,STABLE
474,3.92,1.49,0.205,0.071,6.4,14.4,13.3,0,0,STABLE
475,13.81,15.3,0.508,0.415,36.5,42.8,36.9,2,0,MODERATE_RISK
476,15.6,16.16,0.7,0.245,30.4,29.0,29.9,1,0,MODERATE_RISK
477,6.22,26.18,0.715,0.22,26.8,28.4,35.4,1,0,MODERATE_RISK
478,5.72,-0.58,0.108,0.097,15.0,17.0,19.0,0,0,STABLE
479,1.68,5.0,0.439,0.099,15.2,19.0,20.0,0,0,STABLE
480,3.01,0.09,0.254,0.033,7.1,17.9,12.5,0,0,STABLE
481,4.38,4.14,0.288,0.062,8.1,19.6,14.7,1,0,STABLE
482,4.08,3.94,0.515,0.145,10.9,7.0,15.1,0,0,STABLE
483,14.11,6.23,0.609,0.307,37.9,39.9,29.6,1,0,MODERATE_RISK
484,3.79,-1.54,0.646,0.056,16.3,18.5,17.7,0,0,STABLE
485,25.93,33.43,0.858,0.694,48.3,56.2,57.9,4,1,CRITICAL_DOOM
486,44.26,40.69,0.961,0.806,49.4,67.3,73.6,3,1,CRITICAL_DOOM
487,8.66,1.04,0.406,0.018,9.7,17.0,17.9,0,0,STABLE
488,47.54,32.42,0.948,0.825,73.4,57.8,71.5,2,1,CRITICAL_DOOM
489,44.76,56.51,0.883,0.849,50.1,51.3,67.9,3,1,CRITICAL_DOOM
490,29.04,41.06,0.959,0.72,50.7,68.0,62.8,3,1,CRITICAL_DOOM
491,15.89,17.27,0.748,0.226,41.8,38.4,38.9,1,0,MODERATE_RISK
492,33.43,48.33,0.903,0.855,46.4,74.0,67.0,3,1,CRITICAL_DOOM
493,4.99,-1.92,0.336,0.021,5.2,13.2,19.6,0,0,STABLE
494,2.84,-7.53,0.364,0.132,12.6,12.6,7.1,1,0,STABLE
495,2.64,-1.25,0.457,0.062,11.3,16.8,7.9,0,0,STABLE
496,8.0,5.0,0.59,0.388,35.3,31.4,36.9,2,0,MODERATE_RISK
497,12.86,18.72,0.519,0.251,33.4,29.4,25.0,2,0,MODERATE_RISK
498,32.28,50.21,0.866,0.527,66.7,73.2,60.8,2,1,CRITICAL_DOOM
499,7.83,6.06,0.717,0.38,27.2,25.7,44.9,1,0,MODERATE_RISK
500,5.76,-0.79,0.305,0.067,15.1,12.6,17.9,1,0,STABLE
501,1.36,7.02,0.693,0.072,19.8,16.3,8.7,0,0,STABLE
502,30.2,58.04,0.851,0.661,52.0,70.5,58.4,4,1,CRITICAL_DOOM
503,0.0,-2.16,0.24,0.01,7.8,13.3,9.4,0,0,STABLE
504,0.0,0.66,0.164,0.143,5.9,9.5,9.5,0,0,STABLE
505,0.85,2.15,0.481,0.019,6.1,18.6,7.9,0,0,STABLE
506,16.93,12.53,0.559,0.413,25.3,35.2,40.4,2,0,MODERATE_RISK
507,32.89,36.09,0.888,0.651,56.8,63.6,54.0,3,1,CRITICAL_DOOM
508,2.1,-6.87,0.578,0.111,14.7,7.3,13.2,0,0,STABLE
509,0.49,0.62,0.264,0.143,19.3,10.3,5.6,0,0,STABLE
510,0.8,2.08,0.689,0.057,16.6,10.1,14.4,0,0,STABLE
511,2.84,4.45,0.585,0.01,10.0,9.7,14.5,0,0,STABLE
512,5.71,2.52,0.329,0.02,8.0,8.6,9.5,0,0,STABLE
513,9.07,23.43,0.788,0.251,34.4,41.0,28.6,1,0,MODERATE_RISK
514,48.37,33.93,0.853,0.776,54.5,51.4,65.2,2,1,CRITICAL_DOOM
515,0.39,-0.06,0.646,0.001,12.3,6.8,9.6,1,0,STABLE
516,2.96,7.61,0.631,0.083,13.0,7.9,7.5,1,0,STABLE
517,5.98,-1.61,0.303,0.143,16.1,14.0,18.2,0,0,STABLE
518,0.0,0.21,0.546,0.138,11.4,10.1,19.4,0,0,STABLE
519,17.49,13.48,0.699,0.391,41.2,31.8,33.7,2,0,MODERATE_RISK
520,6.18,3.84,0.583,0.127,10.9,5.8,11.0,0,0,STABLE
521,10.29,22.75,0.722,0.247,40.0,35.9,29.1,1,0,MODERATE_RISK
522,26.01,44.08,0.976,0.786,73.7,60.7,61.9,4,1,CRITICAL_DOOM
523,8.93,20.09,0.656,0.231,29.1,25.0,25.8,2,0,MODERATE_RISK
524,4.88,2.85,0.43,0.023,15.9,14.0,16.0,0,0,STABLE
525,25.0,53.64,0.934,0.527,71.9,53.0,58.2,4,1,CRITICAL_DOOM
526,11.02,5.0,0.799,0.285,42.4,26.8,40.5,2,0,MODERATE_RISK
527,0.0,-0.01,0.524,0.08,14.5,7.9,8.2,0,0,STABLE
528,5.35,1.75,0.5,0.065,19.3,15.8,19.0,0,0,STABLE
529,0.9,-1.82,0.419,0.085,14.0,7.5,10.7,0,0,STABLE
530,40.85,46.92,0.949,0.737,50.8,66.7,65.6,3,1,CRITICAL_DOOM
531,5.0,17.14,0.682,0.249,41.1,28.7,26.7,1,0,MODERATE_RISK
532,5.55,12.17,0.695,0.287,43.7,43.5,35.0,1,0,MODERATE_RISK
533,37.76,39.54,0.894,0.868,45.4,63.8,68.5,3,1,CRITICAL_DOOM
534,2.05,2.89,0.469,0.035,12.3,11.4,6.1,0,0,STABLE
535,32.28,38.9,0.916,0.807,46.9,64.4,53.0,2,1,CRITICAL_DOOM
536,1.76,-1.32,0.606,0.039,11.3,5.6,11.7,0,0,STABLE
537,7.82,8.27,0.537,0.292,27.0,40.3,44.3,2,0,MODERATE_RISK
538,50.79,53.02,0.887,0.752,58.7,62.1,68.9,2,1,CRITICAL_DOOM
539,4.62,0.88,0.466,0.082,8.7,10.1,17.8,0,0,STABLE
540,13.48,17.36,0.711,0.22,38.7,43.7,36.5,1,0,MODERATE_RISK
541,11.49,23.56,0.808,0.362,43.0,37.5,27.6,1,0,MODERATE_RISK
542,2.57,2.19,0.506,0.045,7.8,16.3,12.1,0,0,STABLE
543,13.54,13.52,0.664,0.237,44.7,29.2,27.6,1,0,MODERATE_RISK
544,51.43,25.88,0.853,0.514,58.4,70.4,72.1,2,1,CRITICAL_DOOM
545,12.97,19.56,0.79,0.233,43.7,40.0,43.8,2,0,MODERATE_RISK
546,1.66,1.89,0.299,0.105,16.5,18.9,8.1,0,0,STABLE
547,36.71,38.75,0.887,0.622,74.5,66.1,67.9,4,1,CRITICAL_DOOM
548,1.12,6.43,0.622,0.027,19.2,8.3,9.9,0,0,STABLE
549,0.0,9.47,0.545,0.034,5.9,9.5,12.1,0,0,STABLE
550,0.18,0.45,0.45,0.133,7.3,14.0,15.0,0,0,STABLE
551,39.09,25.0,0.851,0.777,64.8,51.0,59.2,4,1,CRITICAL_DOOM
552,18.46,15.03,0.751,0.346,41.0,42.3,34.1,1,0,MODERATE_RISK
553,0.0,0.86,0.43,0.063,18.2,8.1,17.4,0,0,STABLE
554,2.04,2.92,0.275,0.07,17.9,9.6,7.9,0,0,STABLE
555,1.54,7.03,0.236,0.025,10.0,19.1,10.1,1,0,STABLE
556,23.07,12.94,0.844,0.213,26.9,39.4,30.6,1,0,MODERATE_RISK
557,1.71,-3.43,0.464,0.064,5.4,16.8,5.2,0,0,STABLE
558,48.27,25.0,0.912,0.656,71.6,72.3,58.4,3,1,CRITICAL_DOOM
559,38.09,50.61,0.909,0.611,73.8,53.6,64.5,2,1,CRITICAL_DOOM
560,2.33,-1.51,0.15,0.023,11.6,12.7,8.9,0,0,STABLE
561,1.52,2.72,0.443,0.136,5.1,17.2,19.2,0,0,STABLE
562,2.14,3.23,0.109,0.039,11.7,15.4,16.0,1,0,STABLE
563,7.97,10.12,0.343,0.025,19.7,17.8,12.5,0,0,STABLE
564,7.61,2.68,0.409,0.149,14.2,10.6,16.6,0,0,STABLE
565,0.0,-6.64,0.569,0.073,16.9,13.6,10.1,0,0,STABLE
566,2.08,-5.17,0.257,0.001,14.7,12.7,11.7,1,0,STABLE
567,19.29,16.19,0.704,0.38,32.4,26.8,34.2,1,0,MODERATE_RISK
568,44.08,42.08,0.976,0.677,54.6,63.2,67.2,2,1,CRITICAL_DOOM
569,25.41,32.79,0.891,0.696,54.6,54.8,57.7,4,1,CRITICAL_DOOM
570,24.47,5.93,0.844,0.26,38.6,39.3,37.1,1,0,MODERATE_RISK
571,14.73,11.05,0.759,0.253,41.8,25.6,41.9,1,0,MODERATE_RISK
572,5.62,-5.11,0.427,0.019,9.3,8.6,8.2,0,0,STABLE
573,33.32,32.6,0.901,0.891,73.6,70.0,56.0,2,1,CRITICAL_DOOM
574,2.13,-5.98,0.567,0.129,17.7,10.4,15.3,0,0,STABLE
575,0.0,-2.66,0.516,0.115,9.6,17.2,9.4,0,0,STABLE
576,43.45,33.46,0.929,0.866,49.7,68.8,64.2,2,1,CRITICAL_DOOM
577,18.3,5.0,0.811,0.342,37.6,35.4,26.0,1,0,MODERATE_RISK
578,9.3,11.64,0.676,0.281,30.2,34.3,27.7,2,0,MODERATE_RISK
579,33.18,48.18,0.951,0.823,68.0,52.8,66.1,4,1,CRITICAL_DOOM
580,11.02,27.59,0.685,0.209,37.8,26.6,33.7,1,0,MODERATE_RISK
581,16.02,10.37,0.778,0.241,27.1,27.9,42.5,1,0,MODERATE_RISK
582,15.48,10.34,0.804,0.407,37.5,26.5,27.2,1,0,MODERATE_RISK
583,0.78,-1.47,0.331,0.141,14.2,17.5,15.7,0,0,STABLE
584,44.72,31.42,0.894,0.899,52.9,57.0,73.3,2,1,CRITICAL_DOOM
585,17.82,18.07,0.841,0.444,26.3,41.4,37.9,2,0,MODERATE_RISK
586,1.62,4.39,0.124,0.054,17.4,15.5,11.9,0,0,STABLE
587,17.88,14.66,0.724,0.278,35.5,26.3,44.5,1,0,MODERATE_RISK
588,20.85,8.48,0.732,0.379,30.4,31.3,27.5,2,0,MODERATE_RISK
589,5.0,2.06,0.634,0.067,11.9,6.2,15.1,0,0,STABLE
590,5.52,-0.09,0.626,0.036,13.3,7.9,6.5,1,0,STABLE
591,36.3,56.79,0.895,0.719,47.7,68.9,64.6,2,1,CRITICAL_DOOM
592,5.45,2.19,0.11,0.007,13.6,17.3,9.9,0,0,STABLE
593,17.74,23.39,0.703,0.385,38.5,29.1,32.0,1,0,MODERATE_RISK
594,4.55,2.67,0.678,0.094,7.8,6.6,17.2,0,0,STABLE
595,17.54,20.88,0.792,0.214,40.0,42.0,30.7,2,0,MODERATE_RISK
596,0.0,2.14,0.527,0.026,8.5,12.4,18.7,0,0,STABLE
597,2.01,7.49,0.647,0.022,14.7,8.5,7.4,0,0,STABLE
598,9.97,21.46,0.657,0.301,44.7,30.8,30.9,1,0,MODERATE_RISK
599,15.57,13.88,0.593,0.424,27.1,38.1,43.1,1,0,MODERATE_RISK
600,43.26,44.3,0.938,0.621,50.6,57.6,52.3,2,1,CRITICAL_DOOM
601,6.08,-0.42,0.185,0.02,14.7,8.0,6.5,0,0,STABLE
602,34.1,55.74,0.935,0.715,65.3,67.1,65.7,2,1,CRITICAL_DOOM
603,4.92,0.56,0.442,0.125,19.9,7.5,15.4,0,0,STABLE
604,43.94,38.62,0.864,0.812,72.3,59.6,65.8,3,1,CRITICAL_DOOM
605,19.35,10.36,0.828,0.435,28.5,42.5,39.7,1,0,MODERATE_RISK
606,3.23,0.08,0.48,0.108,8.9,15.8,5.4,0,0,STABLE
607,15.39,13.17,0.582,0.363,33.1,36.9,27.1,1,0,MODERATE_RISK
608,44.33,39.29,0.98,0.585,53.0,66.6,74.1,4,1,CRITICAL_DOOM
609,12.03,16.92,0.842,0.441,28.3,31.0,27.0,1,0,MODERATE_RISK
610,32.01,42.78,0.894,0.893,63.9,60.4,54.2,4,1,CRITICAL_DOOM
611,35.29,43.28,0.857,0.548,62.4,73.2,62.4,4,1,CRITICAL_DOOM
612,19.11,20.51,0.561,0.29,37.7,26.4,32.2,1,0,MODERATE_RISK
613,48.76,43.92,0.906,0.819,62.9,72.2,60.3,3,1,CRITICAL_DOOM
614,8.54,13.48,0.533,0.204,42.5,29.7,29.2,2,0,MODERATE_RISK
615,0.0,1.09,0.676,0.128,18.0,11.1,16.4,0,0,STABLE
616,2.17,-0.24,0.373,0.078,5.1,11.3,15.8,0,0,STABLE
617,43.37,39.27,0.926,0.584,52.1,65.7,70.7,3,1,CRITICAL_DOOM
618,3.16,4.35,0.369,0.073,8.1,14.4,10.4,1,0,STABLE
619,27.84,11.44,0.821,0.4,34.0,39.4,36.7,1,0,MODERATE_RISK
620,0.0,0.08,0.649,0.05,19.3,13.0,14.5,0,0,STABLE
621,0.0,0.01,0.474,0.067,16.7,8.3,7.5,0,0,STABLE
622,32.87,61.65,0.917,0.534,74.5,66.7,57.1,3,1,CRITICAL_DOOM
623,0.0,3.93,0.531,0.117,15.1,14.2,18.4,0,0,STABLE
624,6.41,-1.8,0.511,0.032,8.6,9.2,11.2,0,0,STABLE
625,0.0,-3.99,0.104,0.102,17.4,7.2,7.4,0,0,STABLE
626,14.63,12.19,0.608,0.292,40.4,41.2,33.0,2,0,MODERATE_RISK
627,13.54,24.34,0.814,0.427,26.7,43.7,41.5,2,0,MODERATE_RISK
628,3.23,2.43,0.273,0.143,5.7,7.2,13.1,0,0,STABLE
629,14.19,13.36,0.826,0.366,41.5,25.3,35.8,1,0,MODERATE_RISK
630,15.05,12.07,0.676,0.391,34.7,28.0,38.0,1,0,MODERATE_RISK
631,29.33,48.58,0.975,0.707,47.2,65.7,56.3,4,1,CRITICAL_DOOM
632,38.01,49.15,0.909,0.801,49.0,63.7,63.7,2,1,CRITICAL_DOOM
633,16.92,12.78,0.545,0.38,27.0,37.5,32.1,2,0,MODERATE_RISK
634,0.0,3.68,0.528,0.131,6.9,18.0,13.9,0,0,STABLE
635,16.48,9.95,0.766,0.226,35.1,41.3,43.7,1,0,MODERATE_RISK
636,25.0,52.83,0.96,0.697,59.2,62.3,71.2,4,1,CRITICAL_DOOM
637,13.49,5.0,0.7,0.26,40.9,34.7,31.7,1,0,MODERATE_RISK
638,1.66,2.06,0.201,0.069,9.6,5.5,9.8,0,0,STABLE
639,10.25,5.0,0.838,0.294,30.2,29.9,34.2,2,0,MODERATE_RISK
640,6.28,-0.68,0.303,0.085,8.1,16.1,5.8,1,0,STABLE
641,0.98,4.47,0.534,0.048,18.6,6.9,7.7,0,0,STABLE
642,1.81,1.96,0.654,0.082,9.0,15.5,14.9,1,0,STABLE
643,0.86,1.58,0.168,0.001,20.0,17.0,16.8,0,0,STABLE
644,0.59,-2.04,0.326,0.113,13.1,6.2,5.3,0,0,STABLE
645,14.93,18.53,0.781,0.317,32.2,27.2,42.5,2,0,MODERATE_RISK
646,0.0,11.2,0.475,0.142,13.7,13.1,5.8,0,0,STABLE
647,0.0,2.66,0.602,0.023,9.5,8.7,10.6,0,0,STABLE
